x,y,s
6,14,X
6,15,X
6,16,X
6,17,X
6,18,X
6,19,X
6,20,X
6,21,X
6,22,X
6,23,X
6,24,X
6,25,X
6,26,X
6,27,X
6,28,X
6,29,X
6,30,X
6,31,X
6,32,X
6,33,X
6,34,X
6,35,X
7,8,X
7,9,X
7,10,X
7,11,X
7,12,X
7,13,X
7,14,X
7,15,X
7,16,X
7,17,X
7,18,X
7,19,X
7,20,X
7,21,X
7,22,X
7,23,X
7,24,X
7,25,X
7,26,X
7,27,X
7,28,X
7,29,X
7,30,X
7,31,X
7,32,X
7,33,X
7,34,X
7,35,X
8,9,X
8,10,X
8,11,X
8,12,X
8,13,X
8,14,X
8,15,X
8,16,X
8,17,X
8,18,X
8,19,X
8,20,X
8,21,X
8,22,X
8,23,X
8,24,X
8,25,X
8,26,X
8,27,X
8,28,X
8,29,X
8,30,X
8,31,X
8,32,X
8,33,X
8,34,X
8,35,X
9,10,X
9,11,X
9,12,X
9,13,X
9,14,X
9,15,X
9,16,X
9,17,X
9,18,X
9,19,X
9,20,X
9,21,X
9,22,X
9,23,X
9,24,X
9,25,X
9,26,X
9,27,X
9,28,X
9,29,X
9,30,X
9,31,X
9,32,X
9,33,X
9,34,X
9,35,X
10,11,X
10,12,X
10,13,X
10,14,X
10,15,X
10,16,X
10,17,X
10,18,X
10,19,X
10,20,X
10,21,X
10,22,X
10,23,X
10,24,X
10,25,X
10,26,X
10,27,X
10,28,X
10,29,X
10,30,X
10,31,X
10,32,X
10,33,X
10,34,X
10,35,X
11,12,X
11,13,X
11,14,X
11,15,X
11,16,X
11,17,X
11,18,X
11,19,X
11,20,X
11,21,X
11,22,X
11,23,X
11,24,X
11,25,X
11,26,X
11,27,X
11,28,X
11,29,X
11,30,X
11,31,X
11,32,X
11,33,X
11,34,X
11,35,X
12,13,X
12,14,X
12,15,X
12,16,X
12,17,X
12,18,X
12,19,X
12,20,X
12,21,X
12,22,X
12,23,X
12,24,X
12,25,X
12,26,X
12,27,X
12,28,X
12,29,X
12,30,X
12,31,X
12,32,X
12,33,X
12,34,X
12,35,X
13,14,X
13,15,X
13,16,X
13,17,X
13,18,X
13,19,X
13,20,X
13,21,X
13,22,X
13,23,X
13,24,X
13,25,X
13,26,X
13,27,X
13,28,X
13,29,X
13,30,X
13,31,X
13,32,X
13,33,X
13,34,X
13,35,X
14,15,X
14,16,X
14,17,X
14,18,X
14,19,X
14,20,X
14,21,X
14,22,X
14,23,X
14,24,X
14,25,X
14,26,X
14,27,X
14,28,X
14,29,X
14,30,X
14,31,X
14,32,X
14,33,X
14,34,X
14,35,X
15,16,X
15,17,X
15,18,X
15,19,X
15,20,X
15,21,X
15,22,X
15,23,X
15,24,X
15,25,X
15,26,X
15,27,X
15,28,X
15,29,X
15,30,X
15,31,X
15,32,X
15,33,X
15,34,X
15,35,X
16,17,X
16,18,X
16,19,X
16,20,X
16,21,X
16,22,X
16,23,X
16,24,X
16,25,X
16,26,X
16,27,X
16,28,X
16,29,X
16,30,X
16,31,X
16,32,X
16,33,X
16,34,X
16,35,X
17,18,X
17,19,X
17,20,X
17,21,X
17,22,X
17,23,X
17,24,X
17,25,X
17,26,X
17,27,X
17,28,X
17,29,X
17,30,X
17,31,X
17,32,X
17,33,X
17,34,X
17,35,X
18,19,X
18,20,X
18,21,X
18,22,X
18,23,X
18,24,X
18,25,X
18,26,X
18,27,X
18,28,X
18,29,X
18,30,X
18,31,X
18,32,X
18,33,X
18,34,X
18,35,X
19,20,X
19,21,X
19,22,X
19,23,X
19,24,X
19,25,X
19,26,X
19,27,X
19,28,X
19,29,X
19,30,X
19,31,X
19,32,X
19,33,X
19,34,X
19,35,X
20,21,X
20,22,X
20,23,X
20,24,X
20,25,X
20,26,X
20,27,X
20,28,X
20,29,X
20,30,X
20,31,X
20,32,X
20,33,X
20,34,X
20,35,X
21,22,X
21,23,X
21,24,X
21,25,X
21,26,X
21,27,X
21,28,X
21,29,X
21,30,X
21,31,X
21,32,X
21,33,X
21,34,X
21,35,X
22,23,X
22,24,X
22,25,X
22,26,X
22,27,X
22,28,X
22,29,X
22,30,X
22,31,X
22,32,X
22,33,X
22,34,X
22,35,X
23,24,X
23,25,X
23,26,X
23,27,X
23,28,X
23,29,X
23,30,X
23,31,X
23,32,X
23,33,X
23,34,X
23,35,X
24,25,X
24,26,X
24,27,X
24,28,X
24,29,X
24,30,X
24,31,X
24,32,X
24,33,X
24,34,X
24,35,X
25,26,X
25,27,X
25,28,X
25,29,X
25,30,X
25,31,X
25,32,X
25,33,X
25,34,X
25,35,X
26,27,X
26,28,X
26,29,X
26,30,X
26,31,X
26,32,X
26,33,X
26,34,X
26,35,X
27,28,X
27,29,X
27,30,X
27,31,X
27,32,X
27,33,X
27,34,X
27,35,X
28,29,X
28,30,X
28,31,X
28,32,X
28,33,X
28,34,X
28,35,X
29,30,X
29,31,X
29,32,X
29,33,X
29,34,X
29,35,X
30,31,X
30,32,X
30,33,X
30,34,X
30,35,X
31,32,X
31,33,X
31,34,X
31,35,X
