x,y,s
27,42,X
27,43,X
27,44,X
27,45,X
27,46,X
27,47,X
27,48,X
27,49,X
27,50,X
27,51,X
27,52,X
27,53,X
27,54,X
27,55,X
27,56,X
27,57,X
27,58,X
27,59,X
27,60,X
28,29,X
27,61,X
28,30,X
27,62,X
28,31,X
27,63,X
28,32,X
27,64,X
28,33,X
28,34,X
28,35,X
28,36,X
28,37,X
28,38,X
28,39,X
28,40,X
28,41,X
28,42,X
28,43,X
28,44,X
28,45,X
28,46,X
28,47,X
28,48,X
28,49,X
28,50,X
28,51,X
28,52,X
28,53,X
28,54,X
28,55,X
28,56,X
28,57,X
28,58,X
28,59,X
28,60,X
28,61,X
29,30,X
28,62,X
29,31,X
28,63,X
29,32,X
28,64,X
29,33,X
29,34,X
29,35,X
29,36,X
29,37,X
29,38,X
29,39,X
29,40,X
29,41,X
29,42,X
29,43,X
29,44,X
29,45,X
29,46,X
29,47,X
29,48,X
29,49,X
29,50,X
29,51,X
29,52,X
29,53,X
29,54,X
29,55,X
29,56,X
29,57,X
29,58,X
29,59,X
29,60,X
29,61,X
29,62,X
30,31,X
29,63,X
30,32,X
29,64,X
30,33,X
30,34,X
30,35,X
30,36,X
30,37,X
30,38,X
30,39,X
30,40,X
30,41,X
30,42,X
30,43,X
30,44,X
30,45,X
30,46,X
30,47,X
30,48,X
30,49,X
30,50,X
30,51,X
30,52,X
30,53,X
30,54,X
30,55,X
30,56,X
30,57,X
30,58,X
30,59,X
30,60,X
30,61,X
30,62,X
30,63,X
31,32,X
30,64,X
31,33,X
31,34,X
31,35,X
31,36,X
31,37,X
31,38,X
31,39,X
31,40,X
31,41,X
31,42,X
31,43,X
31,44,X
31,45,X
31,46,X
31,47,X
31,48,X
31,49,X
31,50,X
31,51,X
31,52,X
31,53,X
31,54,X
31,55,X
31,56,X
31,57,X
31,58,X
31,59,X
31,60,X
31,61,X
31,62,X
31,63,X
31,64,X
32,33,X
32,34,X
32,35,X
32,36,X
32,37,X
32,38,X
32,39,X
32,40,X
32,41,X
32,42,X
32,43,X
32,44,X
32,45,X
32,46,X
32,47,X
32,48,X
32,49,X
32,50,X
32,51,X
32,52,X
32,53,X
32,54,X
32,55,X
32,56,X
32,57,X
32,58,X
32,59,X
32,60,X
32,61,X
32,62,X
32,63,X
32,64,X
33,34,X
33,35,X
33,36,X
33,37,X
33,38,X
33,39,X
33,40,X
33,41,X
33,42,X
33,43,X
33,44,X
33,45,X
33,46,X
33,47,X
33,48,X
33,49,X
33,50,X
33,51,X
33,52,X
33,53,X
33,54,X
33,55,X
33,56,X
33,57,X
33,58,X
33,59,X
33,60,X
33,61,X
33,62,X
33,63,X
33,64,X
34,35,X
34,36,X
34,37,X
34,38,X
34,39,X
34,40,X
34,41,X
34,42,X
34,43,X
34,44,X
34,45,X
34,46,X
34,47,X
34,48,X
34,49,X
34,50,X
34,51,X
34,52,X
34,53,X
34,54,X
34,55,X
34,56,X
34,57,X
34,58,X
34,59,X
34,60,X
34,61,X
34,62,X
34,63,X
34,64,X
35,36,X
35,37,X
35,38,X
35,39,X
35,40,X
35,41,X
35,42,X
35,43,X
35,44,X
35,45,X
35,46,X
35,47,X
35,48,X
35,49,X
35,50,X
35,51,X
35,52,X
35,53,X
35,54,X
35,55,X
35,56,X
35,57,X
35,58,X
35,59,X
35,60,X
35,61,X
35,62,X
35,63,X
35,64,X
36,37,X
36,38,X
36,39,X
36,40,X
36,41,X
36,42,X
36,43,X
36,44,X
36,45,X
36,46,X
36,47,X
36,48,X
36,49,X
36,50,X
36,51,X
36,52,X
36,53,X
36,54,X
36,55,X
36,56,X
36,57,X
36,58,X
36,59,X
36,60,X
36,61,X
36,62,X
36,63,X
36,64,X
37,38,X
37,39,X
37,40,X
37,41,X
37,42,X
37,43,X
37,44,X
37,45,X
37,46,X
37,47,X
37,48,X
37,49,X
37,50,X
37,51,X
37,52,X
37,53,X
37,54,X
37,55,X
37,56,X
37,57,X
37,58,X
37,59,X
37,60,X
37,61,X
37,62,X
37,63,X
37,64,X
38,39,X
38,40,X
38,41,X
38,42,X
38,43,X
38,44,X
38,45,X
38,46,X
38,47,X
38,48,X
38,49,X
38,50,X
38,51,X
38,52,X
38,53,X
38,54,X
38,55,X
38,56,X
38,57,X
38,58,X
38,59,X
38,60,X
38,61,X
38,62,X
38,63,X
38,64,X
39,40,X
39,41,X
39,42,X
39,43,X
39,44,X
39,45,X
39,46,X
39,47,X
39,48,X
39,49,X
39,50,X
39,51,X
39,52,X
39,53,X
39,54,X
39,55,X
39,56,X
39,57,X
39,58,X
39,59,X
39,60,X
39,61,X
39,62,X
39,63,X
39,64,X
40,41,X
40,42,X
40,43,X
40,44,X
40,45,X
40,46,X
40,47,X
40,48,X
40,49,X
40,50,X
40,51,X
40,52,X
40,53,X
40,54,X
40,55,X
40,56,X
40,57,X
40,58,X
40,59,X
40,60,X
40,61,X
40,62,X
40,63,X
40,64,X
41,42,X
41,43,X
41,44,X
41,45,X
41,46,X
41,47,X
41,48,X
41,49,X
41,50,X
41,51,X
41,52,X
41,53,X
41,54,X
41,55,X
41,56,X
41,57,X
41,58,X
41,59,X
41,60,X
41,61,X
41,62,X
41,63,X
41,64,X
42,43,X
42,44,X
42,45,X
42,46,X
42,47,X
42,48,X
42,49,X
42,50,X
42,51,X
42,52,X
42,53,X
42,54,X
42,55,X
42,56,X
42,57,X
42,58,X
42,59,X
42,60,X
42,61,X
42,62,X
42,63,X
42,64,X
43,44,X
43,45,X
43,46,X
43,47,X
43,48,X
43,49,X
43,50,X
43,51,X
43,52,X
43,53,X
43,54,X
43,55,X
43,56,X
43,57,X
43,58,X
43,59,X
43,60,X
43,61,X
43,62,X
43,63,X
43,64,X
44,45,X
44,46,X
44,47,X
44,48,X
44,49,X
44,50,X
44,51,X
44,52,X
44,53,X
44,54,X
44,55,X
44,56,X
44,57,X
44,58,X
44,59,X
44,60,X
44,61,X
44,62,X
44,63,X
44,64,X
45,46,X
45,47,X
45,48,X
45,49,X
45,50,X
45,51,X
45,52,X
45,53,X
45,54,X
45,55,X
45,56,X
45,57,X
45,58,X
45,59,X
45,60,X
45,61,X
45,62,X
45,63,X
45,64,X
46,47,X
46,48,X
46,49,X
46,50,X
46,51,X
46,52,X
46,53,X
46,54,X
46,55,X
46,56,X
46,57,X
46,58,X
46,59,X
46,60,X
46,61,X
46,62,X
46,63,X
46,64,X
47,48,X
47,49,X
47,50,X
47,51,X
47,52,X
47,53,X
47,54,X
47,55,X
47,56,X
47,57,X
47,58,X
47,59,X
47,60,X
47,61,X
47,62,X
47,63,X
47,64,X
48,49,X
48,50,X
48,51,X
48,52,X
48,53,X
48,54,X
48,55,X
48,56,X
48,57,X
48,58,X
48,59,X
48,60,X
48,61,X
48,62,X
48,63,X
48,64,X
49,50,X
49,51,X
49,52,X
49,53,X
49,54,X
49,55,X
49,56,X
49,57,X
49,58,X
49,59,X
49,60,X
49,61,X
49,62,X
49,63,X
49,64,X
50,51,X
50,52,X
50,53,X
50,54,X
50,55,X
50,56,X
50,57,X
50,58,X
50,59,X
50,60,X
50,61,X
50,62,X
50,63,X
50,64,X
51,52,X
51,53,X
51,54,X
51,55,X
51,56,X
51,57,X
51,58,X
51,59,X
51,60,X
51,61,X
51,62,X
51,63,X
51,64,X
52,53,X
52,54,X
52,55,X
52,56,X
52,57,X
52,58,X
52,59,X
52,60,X
52,61,X
52,62,X
52,63,X
52,64,X
53,54,X
53,55,X
53,56,X
53,57,X
53,58,X
53,59,X
53,60,X
53,61,X
53,62,X
53,63,X
53,64,X
54,55,X
54,56,X
54,57,X
54,58,X
54,59,X
54,60,X
54,61,X
54,62,X
54,63,X
54,64,X
55,56,X
55,57,X
55,58,X
55,59,X
55,60,X
55,61,X
55,62,X
55,63,X
55,64,X
56,57,X
56,58,X
56,59,X
56,60,X
56,61,X
56,62,X
56,63,X
56,64,X
57,58,X
57,59,X
57,60,X
57,61,X
57,62,X
57,63,X
57,64,X
58,59,X
58,60,X
58,61,X
58,62,X
58,63,X
58,64,X
59,60,X
59,61,X
59,62,X
59,63,X
59,64,X
60,61,X
60,62,X
60,63,X
60,64,X
61,62,X
61,63,X
61,64,X
62,63,X
62,64,X
63,64,X
