x,y,s
35,54,X
35,55,X
35,56,X
36,37,X
36,38,X
36,39,X
36,40,X
36,41,X
36,42,X
36,43,X
36,44,X
36,45,X
36,46,X
36,47,X
36,48,X
36,49,X
36,50,X
36,51,X
36,52,X
36,53,X
36,54,X
36,55,X
36,56,X
37,38,X
37,39,X
37,40,X
37,41,X
37,42,X
37,43,X
37,44,X
37,45,X
37,46,X
37,47,X
37,48,X
37,49,X
37,50,X
37,51,X
37,52,X
37,53,X
37,54,X
37,55,X
37,56,X
38,39,X
38,40,X
38,41,X
38,42,X
38,43,X
38,44,X
38,45,X
38,46,X
38,47,X
38,48,X
38,49,X
38,50,X
38,51,X
38,52,X
38,53,X
38,54,X
38,55,X
38,56,X
39,40,X
39,41,X
39,42,X
39,43,X
39,44,X
39,45,X
39,46,X
39,47,X
39,48,X
39,49,X
39,50,X
39,51,X
39,52,X
39,53,X
39,54,X
39,55,X
39,56,X
40,41,X
40,42,X
40,43,X
40,44,X
40,45,X
40,46,X
40,47,X
40,48,X
40,49,X
40,50,X
40,51,X
40,52,X
40,53,X
40,54,X
40,55,X
40,56,X
41,42,X
41,43,X
41,44,X
41,45,X
41,46,X
41,47,X
41,48,X
41,49,X
41,50,X
41,51,X
41,52,X
41,53,X
41,54,X
41,55,X
41,56,X
42,43,X
42,44,X
42,45,X
42,46,X
42,47,X
42,48,X
42,49,X
42,50,X
42,51,X
42,52,X
42,53,X
42,54,X
42,55,X
42,56,X
43,44,X
43,45,X
43,46,X
43,47,X
43,48,X
43,49,X
43,50,X
43,51,X
43,52,X
43,53,X
43,54,X
43,55,X
43,56,X
44,45,X
44,46,X
44,47,X
44,48,X
44,49,X
44,50,X
44,51,X
44,52,X
44,53,X
44,54,X
44,55,X
44,56,X
45,46,X
45,47,X
45,48,X
45,49,X
45,50,X
45,51,X
45,52,X
45,53,X
45,54,X
45,55,X
45,56,X
46,47,X
46,48,X
46,49,X
46,50,X
46,51,X
46,52,X
46,53,X
46,54,X
46,55,X
46,56,X
47,48,X
47,49,X
47,50,X
47,51,X
47,52,X
47,53,X
47,54,X
47,55,X
47,56,X
48,49,X
48,50,X
48,51,X
48,52,X
48,53,X
48,54,X
48,55,X
48,56,X
49,50,X
49,51,X
49,52,X
49,53,X
49,54,X
49,55,X
49,56,X
50,51,X
50,52,X
50,53,X
50,54,X
50,55,X
50,56,X
51,52,X
51,53,X
51,54,X
51,55,X
51,56,X
52,53,X
52,54,X
52,55,X
52,56,X
53,54,X
53,55,X
53,56,X
54,55,X
54,56,X
55,56,X
